Date,Age,Tenure_Months,Region,Device,Got_Promotion,Sales_Amount
2023-08-04,54,46,North,Mobile,1,120.79
2023-08-04,49,11,East,Mobile,1,86.08
2023-08-04,65,34,South,Desktop,1,111.64
2023-08-04,60,40,South,Mobile,0,93.87
2023-08-04,54,14,South,Mobile,1,92.5
2023-08-05,21,12,North,Mobile,0,84.67
2023-08-05,47,32,North,Desktop,1,120.14
2023-08-05,23,11,West,Mobile,0,64.22
2023-08-05,63,60,South,Tablet,1,121.12
2023-08-05,36,1,South,Desktop,1,100.76
2023-08-05,49,35,North,Mobile,0,70.68
2023-08-05,26,11,North,Desktop,1,92.39
2023-08-05,29,22,East,Desktop,0,83.66
2023-08-06,28,18,South,Desktop,0,86.22
2023-08-06,63,24,South,Mobile,1,108.28
2023-08-06,33,18,North,Desktop,0,101.94
2023-08-06,18,1,East,Mobile,0,51.91
2023-08-06,62,37,North,Tablet,1,131.16
2023-08-06,38,21,North,Mobile,0,67.14
2023-08-06,47,29,South,Mobile,1,90.96
2023-08-07,30,25,South,Desktop,1,93.59
2023-08-07,51,29,North,Desktop,1,105.2
2023-08-08,21,11,East,Mobile,0,61.24
2023-08-08,45,13,East,Mobile,1,87.74
2023-08-08,55,20,West,Mobile,1,102.43
2023-08-08,48,35,South,Tablet,0,77.28
2023-08-08,44,36,North,Desktop,1,113.88
2023-08-08,22,8,South,Desktop,0,74.27
2023-08-08,42,21,West,Mobile,0,66.89
2023-08-08,20,1,South,Mobile,0,68.12
2023-08-09,50,36,East,Desktop,1,113.05
2023-08-09,21,17,North,Desktop,0,95.62
2023-08-10,42,40,South,Mobile,0,78.66
2023-08-10,37,9,North,Desktop,1,109.89
2023-08-10,51,21,South,Mobile,0,64.98
2023-08-10,43,23,West,Mobile,1,110.3
2023-08-10,22,17,West,Mobile,0,76.51
2023-08-10,52,23,South,Mobile,0,65.25
2023-08-10,45,13,South,Mobile,1,92.24
2023-08-11,46,31,West,Mobile,1,103.65
2023-08-11,26,20,East,Mobile,0,73.71
2023-08-11,69,25,North,Desktop,1,123.59
2023-08-11,55,41,South,Mobile,0,78.25
2023-08-11,67,45,North,Mobile,0,94.89
2023-08-11,23,12,South,Mobile,1,84.8
2023-08-11,36,18,South,Mobile,0,88.65
2023-08-11,61,36,South,Desktop,1,110.89
2023-08-11,28,5,South,Mobile,1,98.06
2023-08-12,19,9,North,Desktop,0,73.31
2023-08-12,64,10,South,Desktop,1,103.68
2023-08-12,61,39,West,Mobile,1,114.45
2023-08-12,61,14,East,Mobile,1,109.46
2023-08-12,26,28,South,Mobile,1,101.05
2023-08-12,38,15,West,Mobile,0,60.61
2023-08-12,41,18,West,Desktop,1,103.67
2023-08-12,51,19,North,Mobile,0,97.62
2023-08-12,39,16,North,Mobile,0,80.51
2023-08-13,20,24,East,Mobile,0,62.16
2023-08-13,29,1,West,Mobile,0,70.65
2023-08-13,45,35,West,Mobile,0,80.54
2023-08-13,47,26,West,Mobile,0,102.71
2023-08-13,43,9,East,Mobile,0,90.77
2023-08-13,65,21,South,Mobile,1,115.38
2023-08-13,38,35,North,Desktop,1,127.34
2023-08-14,45,13,North,Desktop,0,101.54
2023-08-14,43,9,South,Mobile,0,90.79
2023-08-14,50,36,East,Mobile,1,119.43
2023-08-14,38,22,South,Tablet,0,75.22
2023-08-14,52,16,East,Mobile,0,93.89
2023-08-14,69,36,South,Mobile,1,87.64
2023-08-14,51,15,South,Mobile,0,87.41
2023-08-14,58,40,North,Desktop,1,132.39
2023-08-14,68,44,South,Mobile,1,116.39
2023-08-15,64,37,East,Tablet,1,113.82
2023-08-15,35,21,East,Desktop,1,95.89
2023-08-15,28,31,West,Desktop,0,71.96
2023-08-15,40,19,South,Desktop,0,80.28
2023-08-15,65,20,South,Mobile,1,102.15
2023-08-15,39,23,South,Mobile,1,79.29
2023-08-15,34,37,South,Desktop,0,104.26
2023-08-15,22,1,West,Tablet,0,80.7
2023-08-15,61,26,East,Mobile,1,108.57
2023-08-15,28,18,West,Tablet,0,69.93
2023-08-15,47,22,North,Mobile,1,99.82
2023-08-16,32,6,West,Mobile,0,77.49
2023-08-16,44,33,North,Mobile,0,88.67
2023-08-16,52,49,West,Mobile,1,108.26
2023-08-16,50,26,South,Mobile,1,107.98
2023-08-16,37,9,South,Mobile,1,94.04
2023-08-17,33,1,South,Mobile,0,81.36
2023-08-17,51,28,West,Mobile,1,103.12
2023-08-17,19,20,North,Mobile,0,61.16
2023-08-17,52,30,South,Tablet,0,98.92
2023-08-17,57,28,West,Mobile,1,102.8
2023-08-17,45,16,South,Mobile,1,81.44
2023-08-17,64,21,North,Mobile,0,84.31
2023-08-17,56,36,South,Mobile,1,110.73
2023-08-17,23,20,South,Desktop,0,71.42
2023-08-18,26,1,West,Mobile,0,59.35
2023-08-18,37,34,East,Desktop,1,110.02
2023-08-19,18,14,South,Mobile,0,53.82
2023-08-19,25,26,West,Mobile,0,71.21
2023-08-19,40,6,South,Mobile,0,71.95
2023-08-19,20,1,North,Mobile,0,76.04
2023-08-19,21,9,South,Mobile,0,86.21
2023-08-19,42,26,South,Mobile,0,70.92
2023-08-19,64,49,North,Mobile,1,117.08
2023-08-19,55,34,West,Mobile,1,103.27
2023-08-20,32,13,East,Tablet,1,91.25
2023-08-21,38,8,South,Mobile,0,80.24
2023-08-21,52,38,South,Mobile,0,92.49
2023-08-21,63,21,East,Mobile,1,104.81
2023-08-21,69,50,West,Mobile,1,107.38
2023-08-21,31,12,West,Mobile,0,84.25
2023-08-21,53,42,South,Desktop,1,111.98
2023-08-21,29,21,East,Tablet,1,92.65
2023-08-21,34,15,South,Mobile,0,74.17
2023-08-21,56,22,South,Mobile,1,95.78
2023-08-21,26,9,North,Mobile,0,66.22
2023-08-21,52,30,North,Desktop,1,128.97
2023-08-22,30,15,South,Mobile,0,66.23
2023-08-22,32,10,South,Mobile,1,112.78
2023-08-23,35,15,North,Mobile,1,82.9
2023-08-23,68,34,East,Desktop,1,119.5
2023-08-23,50,3,North,Mobile,0,100.98
2023-08-23,23,16,South,Mobile,0,71.67
2023-08-24,44,12,South,Desktop,0,98.95
2023-08-24,40,8,West,Mobile,0,70.87
2023-08-24,44,5,South,Desktop,1,91.78
2023-08-24,51,7,North,Mobile,1,115.78
2023-08-24,63,17,South,Desktop,0,104.86
2023-08-24,55,20,West,Desktop,1,110.05
2023-08-24,31,35,West,Mobile,1,74.56
2023-08-24,53,21,South,Desktop,1,86.08
2023-08-25,25,14,South,Mobile,1,73.93
2023-08-25,52,30,West,Tablet,0,89.17
2023-08-25,36,19,North,Mobile,0,98.93
2023-08-25,47,22,East,Desktop,1,121.36
2023-08-25,31,3,South,Mobile,0,71.14
2023-08-25,37,33,North,Tablet,0,84.64
2023-08-25,66,51,South,Mobile,1,108.18
2023-08-25,42,4,South,Tablet,1,97.68
2023-08-26,57,18,East,Tablet,1,99.51
2023-08-26,41,17,West,Mobile,0,57.12
2023-08-26,31,5,South,Desktop,1,95.33
2023-08-26,43,26,West,Tablet,1,90.44
2023-08-27,55,20,North,Mobile,1,95.2
2023-08-27,40,41,South,Mobile,0,88.13
2023-08-27,39,31,North,Mobile,0,94.71
2023-08-27,65,34,West,Mobile,1,109.09
2023-08-27,36,28,East,Mobile,0,90.1
2023-08-27,63,42,East,Mobile,1,105.39
2023-08-27,68,28,West,Mobile,1,132.06
2023-08-27,20,1,East,Mobile,0,56.21
2023-08-28,59,30,West,Mobile,1,108.9
2023-08-28,36,26,East,Desktop,0,83.74
2023-08-28,26,14,West,Desktop,0,85.63
2023-08-28,45,6,South,Mobile,1,98.99
2023-08-29,37,10,North,Desktop,1,112.25
2023-08-29,62,30,South,Desktop,1,105.67
2023-08-29,24,11,North,Tablet,0,58.86
2023-08-30,31,35,South,Mobile,0,107.26
2023-08-30,26,1,South,Mobile,0,62.96
2023-08-30,36,23,East,Tablet,1,101.02
2023-08-30,64,46,North,Tablet,1,98.59
2023-08-30,69,57,North,Desktop,1,132.6
2023-08-30,31,11,South,Desktop,1,93.39
2023-08-31,55,32,West,Mobile,1,107.95
2023-08-31,53,32,South,Mobile,0,64.61
2023-08-31,57,30,South,Mobile,1,112.03
2023-08-31,34,16,East,Mobile,0,61.08
2023-08-31,47,27,East,Desktop,1,121.94
2023-08-31,26,1,South,Mobile,0,59.4
2023-08-31,50,31,South,Mobile,1,87.43
2023-09-01,69,35,North,Tablet,1,115.61
2023-09-01,42,18,West,Mobile,0,67.16
2023-09-01,31,35,North,Tablet,0,79.91
2023-09-02,28,7,South,Tablet,0,58.25
2023-09-03,52,21,North,Mobile,1,87.24
2023-09-03,58,48,North,Mobile,1,119.22
2023-09-03,31,7,East,Mobile,0,63.89
2023-09-03,47,17,North,Mobile,1,94.33
2023-09-03,58,27,North,Mobile,1,111.39
2023-09-04,21,18,South,Mobile,0,64.79
2023-09-04,21,12,North,Tablet,0,72.66
2023-09-04,45,9,North,Mobile,0,84.8
2023-09-04,25,7,West,Desktop,0,93.58
2023-09-04,19,3,East,Mobile,0,58.77
2023-09-04,58,28,West,Mobile,1,107.17
2023-09-04,63,35,West,Tablet,1,89.62
2023-09-04,39,23,East,Mobile,0,69.71
2023-09-06,58,11,North,Mobile,1,95.5
2023-09-06,33,27,East,Desktop,1,92.04
2023-09-06,46,25,West,Desktop,1,109.32
2023-09-06,66,46,East,Desktop,1,102.5
2023-09-06,65,36,South,Mobile,1,113.97
2023-09-06,47,34,North,Mobile,1,111.11
2023-09-07,29,19,West,Tablet,0,62.86
2023-09-07,52,39,East,Tablet,1,101.11
2023-09-07,28,19,West,Mobile,0,74.53
2023-09-07,63,30,North,Desktop,1,135.47
2023-09-07,67,56,North,Mobile,1,102.69
2023-09-07,38,27,North,Mobile,1,101.24
2023-09-08,38,24,East,Mobile,1,97.81
2023-09-08,22,1,North,Mobile,0,70.46
2023-09-08,65,19,North,Mobile,1,94.32
2023-09-08,37,21,West,Mobile,1,101.02
2023-09-08,54,28,North,Mobile,1,119.34
2023-09-08,20,3,West,Desktop,0,76.34
2023-09-08,61,31,South,Desktop,1,106.01
2023-09-09,50,40,West,Desktop,1,108.27
2023-09-09,26,19,South,Tablet,0,102.12
2023-09-09,26,1,West,Mobile,0,79.15
2023-09-09,21,9,West,Mobile,1,78.52
2023-09-09,52,17,North,Desktop,1,115.25
2023-09-09,34,13,North,Mobile,0,63.33
2023-09-09,51,21,South,Mobile,1,96.05
2023-09-10,41,15,East,Mobile,1,82.78
2023-09-10,49,11,West,Desktop,1,107.84
2023-09-10,18,7,South,Mobile,0,72.89
2023-09-10,25,6,East,Desktop,0,91.8
2023-09-10,62,1,North,Mobile,1,92.01
2023-09-10,40,40,West,Desktop,1,111.75
2023-09-11,64,42,West,Desktop,1,127.24
2023-09-11,57,24,South,Desktop,1,112.52
2023-09-11,29,14,South,Mobile,1,83.58
2023-09-11,29,2,North,Mobile,0,113.65
2023-09-11,63,48,South,Desktop,0,95.38
2023-09-12,64,50,South,Mobile,1,99.04
2023-09-12,32,17,North,Mobile,0,74.6
2023-09-12,58,39,South,Mobile,1,123.43
2023-09-12,36,19,South,Tablet,0,70.7
2023-09-13,43,8,South,Mobile,1,95.81
2023-09-13,69,30,South,Desktop,1,132.58
2023-09-13,46,24,North,Mobile,1,106.62
2023-09-14,39,14,East,Mobile,1,92.49
2023-09-14,57,26,East,Desktop,1,121.89
2023-09-14,38,18,South,Mobile,0,77.03
2023-09-14,68,33,North,Mobile,1,126.77
2023-09-14,55,28,East,Desktop,1,121.77
2023-09-14,37,7,West,Desktop,0,88.06
2023-09-14,46,15,North,Mobile,1,105.57
2023-09-14,68,21,South,Desktop,1,128.74
2023-09-15,21,20,North,Desktop,0,82.84
2023-09-15,24,1,South,Desktop,0,80.16
2023-09-15,45,34,North,Mobile,1,111.7
2023-09-16,45,36,South,Mobile,0,100.46
2023-09-16,21,7,East,Tablet,0,86.23
2023-09-16,39,1,South,Desktop,1,87.56
2023-09-16,29,10,South,Mobile,1,93.09
2023-09-16,62,30,South,Mobile,1,94.68
2023-09-16,20,1,South,Mobile,0,55.16
2023-09-16,39,14,North,Mobile,1,101.29
2023-09-17,61,45,North,Mobile,1,110.39
2023-09-17,19,16,West,Mobile,0,72.73
2023-09-17,41,11,North,Desktop,0,79.67
2023-09-18,51,9,East,Mobile,0,70.48
2023-09-18,44,18,West,Desktop,0,97.71
2023-09-18,58,26,South,Mobile,0,61.43
2023-09-18,18,13,South,Mobile,0,78.73
2023-09-18,25,7,South,Mobile,1,89.75
2023-09-18,40,25,West,Mobile,0,95.95
2023-09-18,55,46,West,Desktop,0,98.85
2023-09-19,23,19,East,Desktop,0,64.4
2023-09-19,39,19,North,Mobile,1,104.83
2023-09-19,42,19,East,Mobile,1,104.51
2023-09-19,35,13,South,Mobile,0,91.02
2023-09-19,34,28,South,Desktop,0,74.18
2023-09-19,29,8,North,Desktop,1,101.51
2023-09-19,23,11,North,Mobile,0,73.21
2023-09-20,43,22,East,Desktop,1,94.09
2023-09-20,44,16,South,Desktop,0,101.3
2023-09-21,25,1,South,Mobile,0,58.44
2023-09-21,36,21,South,Mobile,0,63.96
2023-09-21,59,28,West,Tablet,1,93.7
2023-09-21,18,14,East,Desktop,1,76.12
2023-09-21,46,17,South,Mobile,0,80.11
2023-09-21,62,43,North,Mobile,1,137.72
2023-09-21,66,24,South,Mobile,1,102.14
2023-09-21,52,43,West,Mobile,1,94.57
2023-09-21,57,11,South,Desktop,1,117.14
2023-09-21,31,19,South,Mobile,0,85.72
2023-09-21,52,30,South,Desktop,1,106.05
2023-09-22,65,24,South,Desktop,1,115.76
2023-09-22,62,35,West,Mobile,0,102.76
2023-09-22,37,31,South,Mobile,0,103.73
2023-09-23,66,10,North,Mobile,1,119.53
2023-09-23,30,20,North,Desktop,1,91.93
2023-09-23,55,2,South,Mobile,0,85.9
2023-09-23,66,23,West,Desktop,1,127.86
2023-09-24,63,47,South,Desktop,1,119.63
2023-09-24,66,27,West,Mobile,1,107.45
2023-09-24,25,1,East,Tablet,0,71.16
2023-09-24,60,28,North,Tablet,1,127.72
2023-09-24,37,39,North,Mobile,0,82.9
2023-09-24,50,6,North,Mobile,1,93.27
2023-09-24,43,10,East,Tablet,1,76.44
2023-09-25,56,42,North,Tablet,0,107.34
2023-09-25,38,37,South,Mobile,1,99.66
2023-09-25,66,31,South,Mobile,1,98.48
2023-09-25,59,17,East,Mobile,1,106.14
2023-09-25,60,50,North,Tablet,1,105.67
2023-09-25,58,44,South,Mobile,1,116.3
2023-09-25,26,19,South,Mobile,0,83.27
2023-09-25,41,12,South,Desktop,0,83.58
2023-09-26,54,26,West,Mobile,0,87.3
2023-09-26,66,31,North,Desktop,1,128.94
2023-09-26,58,32,West,Mobile,1,98.11
2023-09-26,34,31,East,Desktop,1,105.1
2023-09-27,41,29,South,Mobile,1,90.39
2023-09-27,38,8,East,Desktop,1,101.79
2023-09-27,68,47,South,Desktop,1,109.62
2023-09-27,56,31,North,Mobile,1,106.15
2023-09-27,58,35,East,Mobile,1,124.88
2023-09-28,56,42,South,Mobile,1,109.86
2023-09-28,30,3,East,Mobile,0,63.96
2023-09-28,28,13,South,Desktop,1,107.44
2023-09-28,63,26,West,Desktop,1,116.81
2023-09-28,36,2,South,Mobile,1,93.66
2023-09-28,28,17,North,Desktop,1,105.14
2023-09-29,30,40,South,Desktop,0,93.87
2023-09-29,63,13,East,Desktop,1,127.84
2023-09-29,62,30,East,Mobile,1,104.02
2023-09-30,18,15,South,Mobile,0,80.7
2023-09-30,57,29,West,Mobile,0,95.48
2023-09-30,61,29,South,Mobile,1,106.82
2023-09-30,36,5,South,Mobile,0,80.17
2023-09-30,29,16,West,Mobile,1,87.99
2023-09-30,25,4,West,Mobile,1,76.3
2023-09-30,25,1,East,Desktop,1,85.17
2023-10-01,62,42,West,Mobile,1,98.83
2023-10-01,29,24,North,Mobile,1,82.01
2023-10-01,65,33,West,Mobile,1,88.66
2023-10-01,50,27,South,Mobile,0,82.23
2023-10-01,62,41,North,Mobile,1,120.47
2023-10-02,43,23,North,Mobile,1,107.02
2023-10-02,56,37,South,Mobile,0,94.04
2023-10-02,45,19,South,Mobile,1,71.02
2023-10-02,22,24,South,Mobile,0,83.36
2023-10-03,25,15,North,Mobile,0,82.47
2023-10-04,42,22,South,Desktop,1,113.08
2023-10-04,44,9,South,Mobile,1,114.01
2023-10-04,63,34,South,Mobile,1,98.14
2023-10-04,40,11,South,Mobile,1,117.55
2023-10-04,47,17,East,Mobile,1,89.27
2023-10-04,62,22,West,Mobile,1,103.59
2023-10-04,64,21,East,Mobile,1,90.06
2023-10-05,40,41,South,Desktop,1,111.76
2023-10-05,66,46,East,Mobile,1,121.27
2023-10-05,64,51,North,Mobile,1,118.41
2023-10-06,37,6,North,Desktop,1,121.32
2023-10-06,35,18,South,Tablet,1,100.27
2023-10-07,35,4,West,Mobile,0,70.28
2023-10-07,19,2,North,Mobile,0,60.04
2023-10-07,21,1,North,Mobile,0,72.26
2023-10-07,47,35,North,Mobile,1,97.03
2023-10-07,50,21,West,Mobile,0,97.12
2023-10-07,53,37,East,Mobile,0,110.26
2023-10-07,35,23,South,Desktop,1,87.5
2023-10-08,54,50,South,Mobile,1,124.17
2023-10-08,36,3,South,Mobile,0,92.98
2023-10-08,64,44,East,Mobile,1,116.43
2023-10-08,45,33,North,Desktop,0,109.21
2023-10-09,57,18,West,Mobile,1,102.57
2023-10-09,37,28,South,Desktop,0,84.28
2023-10-09,66,36,East,Mobile,1,116.77
2023-10-09,50,22,North,Mobile,1,92.63
2023-10-09,29,6,South,Mobile,0,66.1
2023-10-09,68,26,South,Mobile,1,102.03
2023-10-09,32,36,South,Mobile,1,96.53
2023-10-10,58,29,North,Mobile,1,120.1
2023-10-10,56,35,East,Mobile,1,92.83
2023-10-10,19,1,North,Desktop,0,75.09
2023-10-10,46,15,East,Mobile,0,102.49
2023-10-10,58,39,West,Mobile,1,108.65
2023-10-10,27,1,South,Mobile,1,73.92
2023-10-11,19,5,East,Desktop,0,68.26
2023-10-11,68,34,East,Tablet,0,86.06
2023-10-11,28,15,South,Mobile,0,91.1
2023-10-11,30,13,West,Mobile,0,69.77
2023-10-11,27,17,South,Mobile,0,62.99
2023-10-11,31,22,South,Tablet,0,68.48
2023-10-12,35,24,East,Desktop,0,65.64
2023-10-12,68,24,South,Mobile,1,98.65
2023-10-12,26,10,South,Mobile,1,79.16
2023-10-12,56,39,South,Mobile,1,107.37
2023-10-12,45,31,West,Mobile,1,96.22
2023-10-12,20,1,West,Desktop,0,85.12
2023-10-12,37,22,South,Mobile,0,91.66
2023-10-12,23,1,East,Mobile,0,71.23
2023-10-12,44,22,West,Desktop,1,97.47
2023-10-13,19,28,North,Desktop,0,83.27
2023-10-13,46,13,North,Mobile,1,83.7
2023-10-13,55,19,East,Desktop,0,83.12
2023-10-13,20,17,West,Mobile,0,58.81
2023-10-13,33,1,West,Desktop,1,108.27
2023-10-13,47,17,South,Desktop,1,135.46
2023-10-13,57,34,North,Mobile,1,112.82
2023-10-14,19,3,South,Desktop,0,55.42
2023-10-14,34,14,North,Desktop,0,83.41
2023-10-14,58,36,South,Mobile,1,108.17
2023-10-15,29,18,East,Mobile,0,81.67
2023-10-15,52,28,North,Desktop,1,114.13
2023-10-15,60,26,West,Mobile,1,110.26
2023-10-15,18,12,South,Mobile,0,51.51
2023-10-15,62,29,South,Desktop,1,111.1
2023-10-15,32,20,North,Desktop,0,88.02
2023-10-15,43,16,South,Mobile,1,83.28
2023-10-15,54,25,North,Mobile,1,115.3
2023-10-15,38,9,West,Mobile,0,65.81
2023-10-15,66,32,West,Mobile,1,130.4
2023-10-16,48,15,South,Mobile,1,90.73
2023-10-16,42,9,North,Desktop,0,89.58
2023-10-16,40,22,West,Mobile,1,100.4
2023-10-16,41,22,South,Mobile,0,69.48
2023-10-16,55,35,North,Mobile,1,106.71
2023-10-16,45,18,South,Tablet,1,102.16
2023-10-16,38,23,West,Mobile,1,104.07
2023-10-16,60,35,North,Mobile,1,110.79
2023-10-16,35,21,North,Mobile,0,82.26
2023-10-16,53,18,West,Mobile,1,102.5
2023-10-16,52,27,North,Mobile,1,129.5
2023-10-17,62,34,North,Mobile,1,134.17
2023-10-17,26,13,South,Mobile,0,57.97
2023-10-18,55,6,West,Mobile,1,97.89
2023-10-18,47,25,South,Mobile,1,93.17
2023-10-18,61,52,West,Mobile,1,109.17
2023-10-18,51,21,East,Mobile,0,70.76
2023-10-19,49,17,North,Mobile,0,76.75
2023-10-19,20,13,West,Mobile,0,82.98
2023-10-19,20,13,South,Mobile,0,72.9
2023-10-19,45,34,South,Desktop,1,90.53
2023-10-20,61,17,South,Mobile,1,127.08
2023-10-20,32,23,South,Mobile,0,93.17
2023-10-20,58,34,North,Mobile,1,103.33
2023-10-20,40,18,North,Tablet,0,87.29
2023-10-20,57,31,South,Desktop,1,105.31
2023-10-20,28,24,West,Mobile,0,78.02
2023-10-20,65,41,South,Mobile,1,124.86
2023-10-20,49,13,West,Mobile,1,87.75
2023-10-20,53,34,South,Mobile,1,82.1
2023-10-20,50,24,South,Mobile,1,102.95
2023-10-21,41,21,North,Desktop,1,112.36
2023-10-21,56,28,North,Mobile,1,119.58
2023-10-21,51,23,South,Desktop,1,113.66
2023-10-21,45,34,East,Mobile,0,68.72
2023-10-21,54,26,West,Desktop,1,123.17
2023-10-21,24,1,West,Desktop,0,82.71
2023-10-22,21,6,North,Mobile,0,60.04
2023-10-22,54,28,West,Mobile,1,109.97
2023-10-22,18,21,South,Mobile,0,60.8
2023-10-22,18,15,North,Mobile,0,79.98
2023-10-22,64,23,West,Mobile,1,104.78
2023-10-22,37,43,East,Mobile,0,72.6
2023-10-23,36,20,North,Mobile,0,79.74
2023-10-23,46,35,South,Tablet,1,107.6
2023-10-23,27,11,South,Mobile,0,67.98
2023-10-23,35,22,East,Tablet,0,86.93
2023-10-23,45,30,South,Mobile,0,86.54
2023-10-23,52,38,West,Desktop,1,128.57
2023-10-24,60,40,North,Mobile,1,112.24
2023-10-24,64,40,South,Mobile,0,100.79
2023-10-25,48,20,South,Desktop,1,104.27
2023-10-25,44,16,South,Mobile,0,74.23
2023-10-26,28,17,South,Desktop,1,101.59
2023-10-26,66,42,East,Mobile,1,100.25
2023-10-27,66,30,West,Mobile,1,111.03
2023-10-27,55,38,West,Mobile,1,101.12
2023-10-27,22,25,West,Desktop,0,76.41
2023-10-28,25,3,West,Mobile,0,77.97
2023-10-28,51,17,South,Desktop,1,95.03
2023-10-28,65,31,West,Desktop,1,121.22
2023-10-28,69,37,South,Mobile,1,129.87
2023-10-28,29,9,South,Mobile,1,81.41
2023-10-28,55,41,South,Desktop,1,116.86
2023-10-28,18,13,South,Mobile,0,65.23
2023-10-28,48,24,South,Mobile,1,99.35
2023-10-29,21,1,West,Mobile,0,52.08
2023-10-29,66,19,South,Mobile,1,102.24
2023-10-29,62,33,North,Mobile,1,129.92
2023-10-29,67,12,South,Mobile,1,102.67
2023-10-29,22,21,North,Desktop,0,83.49
2023-10-29,47,21,North,Mobile,0,79.05
2023-10-29,41,52,North,Mobile,1,101.88
2023-10-30,20,33,South,Tablet,1,73.57
2023-10-30,28,12,South,Desktop,1,97.0
2023-10-30,62,29,East,Desktop,1,128.58
2023-10-30,21,20,East,Mobile,0,73.28
2023-10-30,43,38,South,Desktop,1,92.62
2023-10-30,44,5,South,Mobile,0,76.2
2023-10-30,63,13,South,Mobile,1,101.29
2023-10-30,60,23,East,Mobile,1,108.18
2023-10-30,44,27,North,Mobile,0,86.51
2023-10-30,59,34,North,Desktop,1,133.2
2023-10-31,68,44,East,Mobile,1,122.01
2023-10-31,67,21,South,Desktop,1,105.69
2023-10-31,23,1,North,Desktop,0,74.28
2023-10-31,32,24,North,Mobile,1,94.85
2023-10-31,47,15,West,Mobile,0,106.28
2023-10-31,59,9,West,Mobile,1,88.04
2023-11-01,54,28,East,Mobile,1,119.13
2023-11-01,54,34,South,Mobile,1,83.45
2023-11-01,59,28,South,Tablet,1,106.12
2023-11-01,54,22,West,Mobile,0,74.71
2023-11-01,52,24,West,Mobile,1,91.53
2023-11-01,40,16,North,Desktop,0,91.81
2023-11-01,23,1,West,Mobile,0,58.17
2023-11-01,21,3,North,Desktop,0,71.46
2023-11-01,35,22,North,Mobile,1,110.59
2023-11-02,26,16,East,Mobile,1,106.07
2023-11-02,66,34,South,Mobile,1,123.13
2023-11-02,46,13,West,Mobile,1,108.23
2023-11-02,30,13,North,Mobile,0,73.29
2023-11-03,64,10,South,Desktop,1,110.62
2023-11-03,69,36,West,Mobile,1,102.94
2023-11-03,34,31,West,Tablet,0,83.59
2023-11-03,62,16,North,Mobile,0,89.34
2023-11-04,49,18,South,Mobile,1,87.06
2023-11-04,65,35,East,Mobile,1,119.0
2023-11-04,39,32,North,Tablet,1,122.58
2023-11-05,21,6,West,Mobile,0,61.74
2023-11-05,22,4,West,Mobile,0,76.68
2023-11-05,54,7,North,Desktop,1,110.27
2023-11-05,58,30,North,Mobile,0,77.02
2023-11-05,66,53,North,Desktop,1,140.01
2023-11-05,30,17,West,Mobile,0,73.78
2023-11-06,51,25,North,Desktop,0,100.54
2023-11-06,62,34,South,Tablet,1,106.84
2023-11-06,39,19,South,Desktop,0,104.69
2023-11-06,40,11,South,Mobile,1,82.29
2023-11-06,68,42,North,Mobile,1,114.34
2023-11-06,20,12,North,Tablet,0,65.82
2023-11-07,59,29,West,Mobile,1,106.77
2023-11-07,51,15,West,Mobile,1,82.17
2023-11-07,49,37,East,Desktop,1,97.88
2023-11-07,62,37,North,Mobile,1,106.87
2023-11-07,68,28,South,Mobile,1,104.28
2023-11-07,66,43,East,Mobile,1,101.32
2023-11-08,38,14,South,Mobile,0,81.4
2023-11-08,63,23,West,Mobile,1,117.65
2023-11-08,61,22,East,Desktop,1,110.47
2023-11-08,38,1,North,Mobile,1,112.17
2023-11-08,61,35,West,Desktop,1,125.75
2023-11-08,28,1,West,Desktop,0,83.19
2023-11-09,56,15,North,Desktop,1,111.85
2023-11-09,21,1,South,Mobile,0,65.23
2023-11-09,68,33,South,Desktop,0,119.09
2023-11-09,18,7,South,Mobile,0,61.46
2023-11-09,45,19,North,Mobile,0,65.26
2023-11-09,41,10,South,Desktop,1,99.79
2023-11-09,52,14,West,Mobile,1,90.25
2023-11-09,30,19,South,Tablet,0,60.28
2023-11-10,64,26,North,Mobile,1,112.79
2023-11-10,51,28,East,Desktop,1,108.38
2023-11-10,28,5,South,Mobile,0,60.07
2023-11-10,53,28,West,Tablet,0,87.97
2023-11-10,68,47,South,Mobile,1,122.77
2023-11-11,34,22,North,Mobile,0,72.55
2023-11-11,52,21,North,Mobile,1,128.46
2023-11-11,35,20,East,Mobile,0,65.34
2023-11-11,57,26,South,Mobile,0,109.43
2023-11-12,39,19,East,Mobile,0,74.2
2023-11-12,41,17,North,Mobile,1,97.73
2023-11-12,36,16,South,Mobile,0,52.53
2023-11-12,54,29,South,Mobile,1,99.41
2023-11-12,56,18,West,Desktop,1,110.02
2023-11-12,38,8,West,Desktop,0,88.01
2023-11-12,25,1,North,Desktop,0,71.71
2023-11-12,45,6,South,Desktop,1,100.9
2023-11-13,22,1,North,Mobile,0,86.27
2023-11-13,34,18,South,Mobile,0,76.01
2023-11-13,54,18,South,Mobile,0,101.01
2023-11-13,53,31,West,Desktop,1,104.65
2023-11-13,36,18,West,Tablet,1,88.6
2023-11-14,44,2,South,Mobile,1,106.0
2023-11-14,51,32,South,Mobile,1,82.15
2023-11-14,28,22,West,Mobile,0,53.6
2023-11-14,62,21,West,Mobile,1,119.69
2023-11-14,64,36,North,Mobile,1,104.1
2023-11-14,29,5,South,Mobile,0,46.71
2023-11-14,38,19,South,Tablet,0,92.82
