Date,Activity_Score,Region,Treatment_Group,Revenue
12-04-2023,44,West,0,122.59
12-04-2023,61,East,1,127.66
12-04-2023,43,East,0,130.38
12-04-2023,13,North,0,106.18
12-04-2023,50,West,0,129.09
12-04-2023,26,South,1,114.78
12-04-2023,18,South,0,105.82
12-04-2023,37,North,0,116.64
12-04-2023,51,East,1,127.97
12-04-2023,14,West,0,115.18
12-04-2023,85,West,1,134.4
12-04-2023,24,North,0,112.12
12-04-2023,17,North,0,111.11
12-04-2023,52,North,1,125.11
12-04-2023,30,South,0,119.38
12-04-2023,62,North,0,129.3
12-04-2023,28,South,0,113.26
12-04-2023,57,West,1,127.56
12-04-2023,73,North,1,146.62
12-04-2023,65,East,1,125.17
13-04-2023,33,North,0,120.21
13-04-2023,82,West,1,129.52
13-04-2023,57,East,0,132.26
13-04-2023,40,North,0,117.8
13-04-2023,73,North,1,131.78
13-04-2023,15,East,0,112.54
13-04-2023,58,South,1,125.66
13-04-2023,28,West,0,118.7
13-04-2023,83,South,1,138.48
13-04-2023,86,North,1,143.26
13-04-2023,28,East,0,114.62
13-04-2023,69,South,1,142.92
13-04-2023,25,East,0,110.84
13-04-2023,88,West,1,148.53
13-04-2023,18,South,0,110.42
14-04-2023,26,West,0,114.91
14-04-2023,67,East,1,131.36
14-04-2023,34,East,0,111.31
14-04-2023,40,West,1,122.81
14-04-2023,69,North,1,132.33
14-04-2023,51,South,0,119.32
14-04-2023,29,East,0,109.85
14-04-2023,84,West,1,143.58
14-04-2023,60,North,0,124.75
14-04-2023,88,West,1,134.05
14-04-2023,75,South,1,137.54
14-04-2023,37,North,0,120.21
14-04-2023,66,East,1,139.42
14-04-2023,41,West,0,127.17
15-04-2023,60,East,0,128.39
15-04-2023,39,East,1,116.24
15-04-2023,13,West,0,112.66
15-04-2023,81,North,1,132.41
15-04-2023,69,West,0,136.99
15-04-2023,44,West,0,109.29
15-04-2023,35,East,0,130.67
15-04-2023,55,East,0,128.42
15-04-2023,88,North,1,149.17
15-04-2023,68,North,1,132.56
15-04-2023,43,West,1,113.24
15-04-2023,29,North,0,108.37
15-04-2023,82,South,1,137.44
15-04-2023,72,North,1,136.71
15-04-2023,70,South,0,125.48
15-04-2023,79,East,1,139.82
15-04-2023,20,West,0,109.65
15-04-2023,82,North,1,144.24
15-04-2023,28,North,0,107.71
15-04-2023,38,East,1,121.38
15-04-2023,66,East,0,140.14
15-04-2023,48,West,0,124.7
15-04-2023,73,North,1,132.76
16-04-2023,41,West,0,121.24
16-04-2023,23,North,0,115.12
16-04-2023,43,South,1,125.13
16-04-2023,78,East,1,146.29
16-04-2023,85,East,1,149.13
16-04-2023,22,West,0,104.57
16-04-2023,87,South,1,148.65
16-04-2023,46,East,0,127.39
16-04-2023,71,North,1,127.34
16-04-2023,25,West,0,116.43
16-04-2023,47,West,1,130.34
16-04-2023,44,East,0,118.2
16-04-2023,40,West,0,122.78
16-04-2023,33,South,0,116.1
16-04-2023,40,North,0,126.96
16-04-2023,70,North,1,131.29
16-04-2023,17,South,0,110.8
17-04-2023,78,East,1,130.97
17-04-2023,14,West,0,101.5
17-04-2023,83,West,1,142.01
17-04-2023,69,North,1,135.68
17-04-2023,47,East,0,121.74
17-04-2023,64,North,1,134.16
17-04-2023,42,South,0,115.66
17-04-2023,30,East,1,108.7
17-04-2023,23,East,0,108.18
17-04-2023,22,South,0,102.52
17-04-2023,79,North,1,153.51
17-04-2023,86,East,1,144.04
17-04-2023,10,West,0,113.27
18-04-2023,32,South,0,122.65
18-04-2023,27,East,0,110.3
18-04-2023,17,East,0,113.17
18-04-2023,15,South,0,106.38
18-04-2023,32,South,1,118.14
18-04-2023,26,West,0,117.94
18-04-2023,54,North,1,126.95
18-04-2023,82,North,1,139.7
18-04-2023,80,North,1,136.41
18-04-2023,51,West,1,130.61
18-04-2023,12,South,0,104.1
18-04-2023,48,West,0,133.44
18-04-2023,17,South,0,109.6
18-04-2023,73,West,1,128.43
18-04-2023,67,East,1,126.26
18-04-2023,66,West,1,133.43
18-04-2023,55,West,0,132.48
18-04-2023,24,West,0,114.21
18-04-2023,83,East,1,133.27
19-04-2023,31,South,1,121.18
19-04-2023,21,East,0,104.57
19-04-2023,57,East,1,134.86
19-04-2023,28,North,0,120.22
19-04-2023,62,North,1,134.33
19-04-2023,63,West,0,129.44
19-04-2023,78,West,1,137.63
19-04-2023,71,East,1,134.41
19-04-2023,86,South,1,134.23
19-04-2023,44,North,0,127.24
20-04-2023,37,South,0,109.21
20-04-2023,42,West,0,120.21
20-04-2023,72,West,1,126.57
20-04-2023,14,North,0,112.83
20-04-2023,28,North,0,113.35
20-04-2023,34,South,0,127.29
20-04-2023,26,East,0,111.19
20-04-2023,12,North,0,114.07
20-04-2023,69,East,1,129.79
20-04-2023,14,South,0,113.16
20-04-2023,28,East,1,110.65
20-04-2023,42,North,0,120.12
20-04-2023,45,North,1,122.03
20-04-2023,54,West,1,133.85
20-04-2023,16,East,0,103.4
20-04-2023,36,West,1,121.48
20-04-2023,30,West,0,119.94
20-04-2023,15,North,0,110.12
21-04-2023,36,East,1,125.06
21-04-2023,56,West,1,127.76
21-04-2023,32,North,0,120.74
21-04-2023,20,West,0,110.56
21-04-2023,58,South,0,127.38
21-04-2023,57,North,1,139.54
21-04-2023,51,West,1,130.56
21-04-2023,15,North,0,98.55
21-04-2023,19,North,0,103.86
21-04-2023,66,West,1,136.38
21-04-2023,88,West,1,137.74
21-04-2023,66,South,1,134.87
21-04-2023,84,South,1,150.56
21-04-2023,89,North,1,144.55
21-04-2023,30,West,0,109.91
21-04-2023,83,South,1,143.53
21-04-2023,49,South,0,124.29
21-04-2023,75,East,1,133.03
21-04-2023,66,South,1,132.16
21-04-2023,24,South,0,109.4
22-04-2023,38,South,1,118.06
22-04-2023,69,West,1,125.73
22-04-2023,66,East,1,138.44
22-04-2023,80,East,1,142.38
22-04-2023,49,West,1,120.43
22-04-2023,60,East,1,136.31
22-04-2023,76,South,1,134.73
22-04-2023,66,East,1,133.18
22-04-2023,56,East,0,120.43
22-04-2023,70,North,1,135.86
22-04-2023,75,North,1,126.77
22-04-2023,24,West,0,123.83
22-04-2023,88,South,1,138.75
22-04-2023,63,South,1,125.61
23-04-2023,18,North,0,112.21
23-04-2023,49,East,0,119.83
23-04-2023,68,East,1,137.35
23-04-2023,21,South,0,108.61
23-04-2023,74,South,1,145.02
23-04-2023,29,East,0,117.59
23-04-2023,22,East,0,108.5
23-04-2023,83,South,1,129.1
23-04-2023,20,North,0,110.32
23-04-2023,33,West,0,113.7
23-04-2023,26,West,0,109.66
23-04-2023,29,South,0,112.8
23-04-2023,32,North,0,119.2
23-04-2023,49,East,1,117.01
23-04-2023,77,East,1,138.09
23-04-2023,51,East,1,122.92
23-04-2023,27,North,0,116.65
24-04-2023,38,West,0,114.1
24-04-2023,32,North,0,109.35
24-04-2023,88,East,1,146.47
24-04-2023,64,South,1,134.62
24-04-2023,33,East,0,118.41
24-04-2023,13,South,0,104.18
24-04-2023,24,West,0,120.91
24-04-2023,76,West,1,141.49
24-04-2023,22,West,0,114.29
24-04-2023,61,North,1,147.29
24-04-2023,26,North,0,110.01
24-04-2023,14,North,0,105.53
24-04-2023,85,East,1,138.98
25-04-2023,34,East,0,123.73
25-04-2023,83,North,1,147.92
25-04-2023,38,South,0,112.72
25-04-2023,41,West,0,114.49
25-04-2023,54,North,1,129.24
25-04-2023,56,East,0,126.25
25-04-2023,42,South,0,121.26
25-04-2023,83,South,1,140.65
25-04-2023,37,South,0,110.3
25-04-2023,24,South,0,116.31
25-04-2023,68,South,1,123.38
25-04-2023,83,North,1,137.49
25-04-2023,56,West,0,132.62
25-04-2023,32,West,0,110.95
25-04-2023,58,North,1,130.01
25-04-2023,72,West,1,137.26
25-04-2023,15,South,0,107.09
25-04-2023,39,South,1,128.68
25-04-2023,69,South,1,144.22
25-04-2023,56,West,1,131.14
25-04-2023,24,North,0,117.19
25-04-2023,21,West,0,112.53
25-04-2023,20,East,0,112.05
25-04-2023,48,South,1,129.83
26-04-2023,82,South,1,154.2
26-04-2023,15,West,0,97.15
26-04-2023,53,South,0,127.88
26-04-2023,10,West,0,105.93
26-04-2023,56,South,0,124.14
26-04-2023,38,West,1,114.87
26-04-2023,30,West,0,113.7
26-04-2023,15,South,0,111.47
26-04-2023,13,North,0,107.16
26-04-2023,47,East,1,121.79
26-04-2023,40,West,0,113.42
26-04-2023,35,West,0,113.05
26-04-2023,64,North,1,131.52
26-04-2023,64,East,1,127.37
26-04-2023,57,North,0,128.26
26-04-2023,69,West,1,129.38
26-04-2023,67,North,0,133.25
26-04-2023,30,East,0,119.06
26-04-2023,31,South,0,118.1
26-04-2023,29,North,0,113.93
27-04-2023,53,West,1,120.56
27-04-2023,45,West,0,120.88
27-04-2023,19,North,0,115.39
27-04-2023,72,East,1,132.91
27-04-2023,16,South,0,106.59
27-04-2023,23,South,0,124.63
27-04-2023,74,West,1,139.67
27-04-2023,50,North,1,119.68
27-04-2023,11,North,0,103.88
27-04-2023,71,East,1,134.48
27-04-2023,80,East,1,139.75
27-04-2023,87,South,1,141.99
27-04-2023,77,West,1,140.79
27-04-2023,85,West,1,137.91
27-04-2023,14,South,0,108.25
27-04-2023,65,South,1,134.25
27-04-2023,50,North,0,131.39
27-04-2023,70,South,1,139.86
27-04-2023,67,North,1,143.63
27-04-2023,89,West,1,150.44
27-04-2023,50,South,0,127.87
27-04-2023,35,East,0,122.53
27-04-2023,43,East,0,122.49
28-04-2023,20,East,0,109.92
28-04-2023,50,South,0,130.57
28-04-2023,84,West,1,138.41
28-04-2023,77,South,1,131.61
28-04-2023,45,South,0,115.1
28-04-2023,73,East,0,133.31
28-04-2023,57,South,1,135.34
28-04-2023,49,West,0,117.45
28-04-2023,44,North,0,130.68
28-04-2023,64,East,1,125.88
28-04-2023,61,West,1,125.06
28-04-2023,73,North,1,137.19
28-04-2023,15,East,0,107.5
28-04-2023,29,North,0,112.47
28-04-2023,45,South,1,117.63
28-04-2023,64,South,1,126.0
29-04-2023,68,West,1,134.3
29-04-2023,87,East,1,146.08
29-04-2023,32,East,0,112.5
29-04-2023,56,North,1,130.29
29-04-2023,82,West,1,141.32
29-04-2023,17,North,0,114.55
29-04-2023,63,East,1,128.49
29-04-2023,12,North,0,103.59
29-04-2023,27,North,1,111.35
29-04-2023,33,West,0,118.59
29-04-2023,24,East,0,106.28
29-04-2023,30,West,0,106.46
29-04-2023,86,West,1,144.42
29-04-2023,50,East,1,133.71
29-04-2023,73,West,1,131.95
29-04-2023,64,West,1,136.58
29-04-2023,73,South,1,148.64
29-04-2023,69,North,1,136.2
30-04-2023,66,South,1,132.69
30-04-2023,70,South,0,132.99
30-04-2023,38,North,0,115.03
30-04-2023,62,East,1,130.57
30-04-2023,41,East,0,121.28
30-04-2023,56,West,0,131.88
30-04-2023,85,East,0,143.06
30-04-2023,24,East,1,109.06
30-04-2023,32,East,0,113.07
30-04-2023,36,South,1,119.65
30-04-2023,63,West,0,129.56
30-04-2023,45,South,0,121.85
30-04-2023,20,West,0,102.68
30-04-2023,69,West,1,140.01
30-04-2023,25,North,0,115.15
30-04-2023,47,North,1,127.24
30-04-2023,76,East,1,137.72
01-05-2023,39,West,0,114.47
01-05-2023,87,North,1,147.09
01-05-2023,33,West,0,120.98
01-05-2023,88,North,1,145.26
01-05-2023,43,West,1,117.66
01-05-2023,23,South,0,111.2
01-05-2023,58,West,1,127.35
01-05-2023,33,East,0,117.11
01-05-2023,73,West,1,130.43
01-05-2023,60,East,1,140.97
01-05-2023,19,South,0,114.78
01-05-2023,66,South,1,133.74
01-05-2023,28,East,1,114.02
01-05-2023,78,North,1,135.24
02-05-2023,46,South,1,129.5
02-05-2023,67,North,1,133.82
02-05-2023,10,West,0,107.29
02-05-2023,30,North,1,118.76
02-05-2023,55,West,0,118.17
02-05-2023,89,East,1,128.45
02-05-2023,70,West,1,126.43
02-05-2023,61,East,1,128.25
02-05-2023,36,East,0,117.54
02-05-2023,27,East,0,118.27
02-05-2023,54,West,0,129.33
02-05-2023,37,North,0,117.87
02-05-2023,20,North,0,105.67
02-05-2023,79,West,1,138.98
02-05-2023,19,East,0,106.49
02-05-2023,23,West,0,107.7
02-05-2023,65,East,1,130.33
03-05-2023,81,South,1,136.18
03-05-2023,84,South,1,133.87
03-05-2023,74,East,1,147.44
03-05-2023,62,West,1,130.6
03-05-2023,82,South,1,146.65
03-05-2023,21,South,0,114.09
03-05-2023,49,West,1,116.87
03-05-2023,76,North,1,140.62
03-05-2023,48,South,1,121.13
03-05-2023,65,West,1,131.19
03-05-2023,45,South,0,129.65
03-05-2023,27,West,0,123.83
04-05-2023,38,North,0,116.32
04-05-2023,37,East,0,115.09
04-05-2023,35,South,1,121.02
04-05-2023,14,South,0,102.79
04-05-2023,69,North,1,147.48
04-05-2023,73,North,1,133.2
04-05-2023,11,North,0,105.36
04-05-2023,29,East,0,107.28
04-05-2023,42,North,0,116.08
04-05-2023,69,East,1,136.12
04-05-2023,35,West,0,112.79
04-05-2023,49,West,1,120.65
04-05-2023,12,East,0,104.21
04-05-2023,24,East,0,113.59
04-05-2023,20,North,0,115.61
04-05-2023,80,South,1,133.91
04-05-2023,72,East,1,136.78
04-05-2023,51,East,1,134.3
05-05-2023,48,North,1,122.39
05-05-2023,42,South,1,120.29
05-05-2023,65,North,1,127.96
05-05-2023,57,South,1,128.8
05-05-2023,40,West,0,117.38
05-05-2023,45,West,1,129.48
05-05-2023,15,West,0,109.1
05-05-2023,58,South,1,126.99
05-05-2023,85,South,1,147.06
05-05-2023,84,West,1,147.8
05-05-2023,48,South,1,122.22
05-05-2023,45,South,1,113.09
06-05-2023,37,East,0,112.73
06-05-2023,75,North,1,129.36
06-05-2023,41,West,0,116.95
06-05-2023,24,West,0,121.78
06-05-2023,65,North,0,140.54
06-05-2023,16,West,0,112.05
06-05-2023,38,South,0,122.65
06-05-2023,46,South,0,122.66
06-05-2023,86,West,1,132.34
06-05-2023,79,East,1,142.49
06-05-2023,82,East,1,133.24
06-05-2023,73,South,0,139.62
06-05-2023,36,West,1,112.39
06-05-2023,40,North,0,116.72
06-05-2023,81,East,1,142.74
06-05-2023,19,North,0,122.55
07-05-2023,46,South,0,124.26
07-05-2023,81,North,1,136.63
07-05-2023,67,East,1,136.23
07-05-2023,48,North,1,123.93
07-05-2023,87,North,1,148.6
07-05-2023,67,West,1,132.09
07-05-2023,43,West,0,119.08
07-05-2023,70,East,1,151.1
07-05-2023,42,North,1,110.34
07-05-2023,50,East,1,124.41
07-05-2023,76,South,1,133.54
07-05-2023,42,West,1,128.46
07-05-2023,28,South,0,114.07
08-05-2023,55,South,0,134.44
08-05-2023,66,South,1,131.21
08-05-2023,67,East,1,130.5
08-05-2023,29,East,0,119.85
08-05-2023,46,South,0,124.96
08-05-2023,43,East,0,120.8
08-05-2023,35,South,0,117.81
08-05-2023,48,East,0,121.4
08-05-2023,52,West,0,129.38
08-05-2023,88,East,1,148.3
08-05-2023,34,West,0,124.96
08-05-2023,52,East,0,121.84
08-05-2023,75,North,1,138.88
08-05-2023,12,West,0,101.22
08-05-2023,77,West,1,143.05
09-05-2023,66,West,1,133.67
09-05-2023,78,South,1,132.76
09-05-2023,14,South,0,104.07
09-05-2023,49,North,0,127.44
09-05-2023,68,West,1,137.25
09-05-2023,36,West,0,115.22
09-05-2023,85,North,1,134.34
09-05-2023,52,East,0,127.89
09-05-2023,68,West,1,135.51
09-05-2023,22,West,0,106.06
09-05-2023,37,East,0,122.39
09-05-2023,15,West,1,105.38
09-05-2023,85,West,1,138.37
09-05-2023,22,South,0,107.87
10-05-2023,60,North,0,134.34
10-05-2023,40,West,0,116.43
10-05-2023,42,South,0,125.62
10-05-2023,40,North,0,120.81
10-05-2023,43,South,0,121.67
10-05-2023,82,East,1,143.37
10-05-2023,42,East,0,130.42
10-05-2023,40,West,0,120.07
10-05-2023,72,South,1,134.71
10-05-2023,51,South,1,121.31
11-05-2023,61,East,0,126.55
11-05-2023,86,West,1,149.32
11-05-2023,75,East,1,139.47
11-05-2023,32,East,0,117.77
11-05-2023,51,West,0,129.94
11-05-2023,17,East,0,113.6
11-05-2023,47,North,0,124.59
11-05-2023,89,East,1,144.45
11-05-2023,73,North,1,140.13
11-05-2023,15,East,0,104.48
11-05-2023,49,East,0,122.94
11-05-2023,64,East,1,131.46
11-05-2023,56,East,1,130.63
11-05-2023,64,West,1,130.37
11-05-2023,50,West,0,123.72
11-05-2023,41,West,1,121.12
11-05-2023,53,South,1,123.13
12-05-2023,17,North,0,99.43
12-05-2023,77,South,1,142.54
12-05-2023,78,West,1,139.77
12-05-2023,49,North,1,128.08
12-05-2023,65,South,0,137.78
12-05-2023,84,West,1,147.07
12-05-2023,83,North,1,139.04
12-05-2023,38,North,0,124.73
12-05-2023,30,North,1,123.07
12-05-2023,11,West,0,98.87
12-05-2023,67,East,1,130.26
12-05-2023,41,South,1,129.76
12-05-2023,11,West,0,108.87
12-05-2023,31,East,0,115.04
12-05-2023,66,East,0,130.94
12-05-2023,64,East,0,127.8
12-05-2023,86,South,1,146.15
12-05-2023,35,North,0,117.72
12-05-2023,67,West,1,127.87
12-05-2023,21,North,0,118.61
13-05-2023,68,South,1,134.44
13-05-2023,78,South,1,144.78
13-05-2023,22,East,0,114.73
13-05-2023,14,North,0,106.28
13-05-2023,85,West,1,140.43
13-05-2023,17,East,0,109.84
13-05-2023,12,South,0,106.88
13-05-2023,80,East,1,143.64
13-05-2023,53,East,1,132.48
13-05-2023,54,North,1,127.38
13-05-2023,35,North,0,124.15
13-05-2023,14,West,0,101.83
13-05-2023,73,East,1,143.0
13-05-2023,80,West,1,139.2
13-05-2023,47,North,0,134.41
13-05-2023,88,North,1,145.7
14-05-2023,55,North,1,130.65
14-05-2023,56,South,1,129.46
14-05-2023,78,South,1,137.3
14-05-2023,48,East,1,123.86
14-05-2023,61,West,0,130.01
14-05-2023,62,West,1,131.11
14-05-2023,37,West,0,122.9
14-05-2023,49,North,1,121.08
14-05-2023,58,North,0,126.19
14-05-2023,51,North,1,131.44
14-05-2023,31,East,0,112.7
14-05-2023,65,West,0,129.02
14-05-2023,33,West,0,111.83
14-05-2023,62,South,0,124.69
14-05-2023,10,East,0,93.82
14-05-2023,60,East,0,123.77
14-05-2023,70,North,1,133.02
14-05-2023,83,North,1,136.81
14-05-2023,84,West,1,136.03
14-05-2023,40,West,1,116.8
14-05-2023,68,West,1,131.11
14-05-2023,30,South,0,118.97
15-05-2023,28,East,0,114.56
15-05-2023,49,North,0,135.49
15-05-2023,70,East,1,135.8
15-05-2023,85,South,1,150.25
15-05-2023,67,North,0,138.81
15-05-2023,69,West,1,143.01
15-05-2023,85,West,1,141.64
15-05-2023,19,South,0,108.26
15-05-2023,74,East,1,138.98
15-05-2023,64,South,1,134.0
15-05-2023,86,South,1,158.36
15-05-2023,20,East,0,114.65
15-05-2023,46,West,0,114.82
15-05-2023,66,West,1,141.28
15-05-2023,45,East,0,120.92
16-05-2023,40,East,0,115.9
16-05-2023,28,South,0,115.93
16-05-2023,76,South,1,135.16
16-05-2023,19,South,0,100.31
16-05-2023,31,West,0,124.01
16-05-2023,33,North,0,113.99
16-05-2023,59,South,1,133.34
16-05-2023,10,South,0,104.95
16-05-2023,21,West,0,114.44
16-05-2023,42,South,0,119.34
16-05-2023,64,East,1,135.84
16-05-2023,75,North,1,132.35
16-05-2023,88,North,1,150.2
17-05-2023,79,North,1,138.29
17-05-2023,39,East,0,124.72
17-05-2023,70,West,1,127.5
17-05-2023,46,South,0,117.66
17-05-2023,75,East,1,136.87
17-05-2023,68,South,0,137.82
17-05-2023,87,East,1,143.62
17-05-2023,40,East,1,119.33
17-05-2023,45,East,1,122.94
17-05-2023,75,South,1,133.5
17-05-2023,64,North,1,131.8
17-05-2023,49,East,1,131.04
17-05-2023,48,North,0,122.77
17-05-2023,29,West,0,111.87
18-05-2023,77,West,0,130.6
18-05-2023,50,North,1,118.9
18-05-2023,69,South,1,140.99
18-05-2023,13,West,0,105.39
18-05-2023,65,East,1,128.04
18-05-2023,10,East,0,115.9
18-05-2023,87,East,1,147.63
18-05-2023,81,East,1,145.61
18-05-2023,85,West,1,140.31
18-05-2023,16,West,0,99.42
18-05-2023,44,South,0,122.3
18-05-2023,36,West,0,116.62
18-05-2023,54,East,1,127.26
18-05-2023,53,West,0,120.45
18-05-2023,38,North,0,117.11
18-05-2023,32,North,0,121.38
18-05-2023,78,East,1,138.39
18-05-2023,63,South,1,122.56
19-05-2023,47,South,0,122.77
19-05-2023,13,West,0,105.87
19-05-2023,73,North,1,136.95
19-05-2023,65,East,1,122.99
19-05-2023,57,South,1,129.75
19-05-2023,66,East,0,130.77
19-05-2023,69,West,1,132.18
19-05-2023,86,South,1,132.11
19-05-2023,69,West,1,139.96
19-05-2023,30,North,0,103.31
19-05-2023,87,East,1,149.24
19-05-2023,58,West,0,133.21
19-05-2023,56,South,1,136.51
19-05-2023,33,East,0,120.96
19-05-2023,68,West,1,137.18
19-05-2023,59,South,1,129.11
20-05-2023,15,East,0,102.99
20-05-2023,46,West,1,117.47
20-05-2023,35,West,0,115.62
20-05-2023,68,North,1,137.72
20-05-2023,55,East,0,130.62
20-05-2023,85,North,1,140.89
20-05-2023,23,West,0,107.25
20-05-2023,20,West,0,104.12
20-05-2023,87,East,1,148.82
20-05-2023,16,West,0,112.55
20-05-2023,13,West,0,110.33
21-05-2023,78,South,1,139.12
21-05-2023,79,South,1,143.81
21-05-2023,89,South,1,155.66
21-05-2023,24,South,0,112.75
21-05-2023,33,West,0,109.02
21-05-2023,10,West,0,106.43
21-05-2023,74,East,1,135.93
21-05-2023,55,East,1,127.14
21-05-2023,46,South,1,130.49
21-05-2023,75,East,1,126.78
21-05-2023,65,South,1,132.27
21-05-2023,86,West,1,140.85
21-05-2023,12,East,0,105.46
21-05-2023,50,North,0,120.47
21-05-2023,65,North,1,137.09
21-05-2023,81,South,1,136.14
21-05-2023,56,East,0,121.71
21-05-2023,82,South,1,146.63
21-05-2023,89,South,1,136.9
21-05-2023,43,West,0,123.48
21-05-2023,25,North,0,110.61
22-05-2023,49,East,1,122.49
22-05-2023,80,West,1,141.84
22-05-2023,21,East,0,104.66
22-05-2023,61,West,1,132.25
22-05-2023,47,West,0,123.95
22-05-2023,89,North,1,134.07
22-05-2023,31,East,0,134.08
22-05-2023,28,North,0,121.07
22-05-2023,36,South,0,116.77
22-05-2023,53,South,1,130.61
22-05-2023,50,East,1,122.41
23-05-2023,20,North,0,117.64
23-05-2023,19,South,0,119.98
23-05-2023,43,East,0,122.05
23-05-2023,76,East,1,130.91
23-05-2023,54,West,1,133.46
23-05-2023,66,West,0,131.62
23-05-2023,54,North,1,134.19
23-05-2023,88,South,1,156.8
23-05-2023,16,North,0,108.44
23-05-2023,57,East,1,130.57
23-05-2023,79,South,1,149.97
23-05-2023,70,East,1,145.21
23-05-2023,11,East,0,95.37
23-05-2023,87,South,1,137.35
23-05-2023,76,East,1,138.9
24-05-2023,51,East,0,123.29
24-05-2023,46,South,1,124.84
24-05-2023,88,East,1,140.62
24-05-2023,78,North,1,139.01
24-05-2023,62,West,1,126.43
24-05-2023,41,North,0,116.56
24-05-2023,88,North,1,145.42
24-05-2023,42,West,0,117.77
24-05-2023,82,East,1,142.62
24-05-2023,18,North,0,112.3
24-05-2023,66,North,1,136.0
24-05-2023,89,North,1,137.15
24-05-2023,65,East,1,122.44
24-05-2023,11,North,0,109.44
24-05-2023,81,East,1,138.24
24-05-2023,10,East,0,107.34
24-05-2023,32,West,1,124.06
24-05-2023,11,South,0,109.07
24-05-2023,43,West,1,118.53
24-05-2023,76,North,1,145.51
24-05-2023,53,East,1,121.53
25-05-2023,16,North,0,109.54
25-05-2023,41,West,0,131.27
25-05-2023,71,North,1,139.35
25-05-2023,19,South,0,113.39
25-05-2023,20,South,0,117.24
25-05-2023,85,North,1,146.35
25-05-2023,46,West,0,121.12
25-05-2023,68,North,1,130.8
25-05-2023,21,North,0,109.78
25-05-2023,23,North,0,104.63
25-05-2023,45,South,1,115.48
25-05-2023,59,South,1,126.91
25-05-2023,18,North,0,104.99
25-05-2023,30,North,1,120.36
26-05-2023,14,North,0,105.43
26-05-2023,56,North,0,135.89
26-05-2023,11,West,0,111.67
26-05-2023,23,East,1,112.21
26-05-2023,25,East,0,109.33
26-05-2023,46,West,0,126.82
26-05-2023,22,West,0,117.81
26-05-2023,32,East,0,124.65
26-05-2023,56,West,1,134.97
26-05-2023,59,East,1,125.47
26-05-2023,20,West,0,106.94
26-05-2023,26,South,0,108.34
27-05-2023,82,East,1,140.04
27-05-2023,87,North,1,142.91
27-05-2023,44,North,0,114.81
27-05-2023,69,East,1,133.3
27-05-2023,16,West,0,110.36
27-05-2023,47,South,1,121.78
27-05-2023,18,East,0,108.78
27-05-2023,37,West,0,116.51
27-05-2023,22,East,0,119.16
27-05-2023,13,East,0,106.95
27-05-2023,56,South,1,128.73
27-05-2023,31,West,0,108.92
27-05-2023,41,South,0,119.41
27-05-2023,75,East,1,143.22
27-05-2023,78,East,1,133.55
27-05-2023,39,South,1,117.07
27-05-2023,18,West,0,115.94
27-05-2023,83,North,1,142.37
27-05-2023,26,South,0,112.98
28-05-2023,57,East,1,126.83
28-05-2023,16,East,0,111.37
28-05-2023,66,South,1,140.68
28-05-2023,52,East,0,131.03
28-05-2023,75,East,1,138.6
28-05-2023,65,South,1,135.47
28-05-2023,48,West,1,124.66
28-05-2023,74,South,1,132.54
28-05-2023,37,East,0,111.56
28-05-2023,28,South,0,111.27
28-05-2023,88,South,1,141.36
28-05-2023,36,West,1,121.07
28-05-2023,37,North,0,125.41
28-05-2023,24,East,0,107.07
28-05-2023,27,East,0,110.89
28-05-2023,51,East,1,119.6
29-05-2023,83,East,1,144.25
29-05-2023,38,South,0,117.43
29-05-2023,36,South,0,115.61
29-05-2023,82,West,1,145.69
29-05-2023,40,North,1,118.39
29-05-2023,33,East,0,108.49
29-05-2023,22,North,0,122.84
29-05-2023,15,South,0,117.1
29-05-2023,80,North,1,149.08
29-05-2023,61,East,0,130.89
29-05-2023,68,West,1,139.93
29-05-2023,43,West,0,125.48
29-05-2023,72,West,1,132.86
29-05-2023,61,West,0,131.75
29-05-2023,56,North,0,134.46
30-05-2023,37,East,0,117.68
30-05-2023,42,North,0,117.06
30-05-2023,77,North,1,136.36
30-05-2023,42,North,1,124.64
30-05-2023,64,West,1,138.89
30-05-2023,34,West,0,120.66
30-05-2023,45,West,0,109.82
30-05-2023,75,West,1,134.25
30-05-2023,42,North,1,128.41
30-05-2023,61,West,1,132.99
30-05-2023,80,North,1,139.1
30-05-2023,89,North,1,141.69
30-05-2023,83,South,1,137.39
30-05-2023,14,West,0,105.28
30-05-2023,53,South,1,130.93
30-05-2023,84,East,1,135.46
30-05-2023,19,North,0,116.02
30-05-2023,52,West,1,114.2
30-05-2023,85,North,1,134.76
30-05-2023,44,South,1,132.04
30-05-2023,62,South,1,133.93
30-05-2023,23,North,0,108.39
30-05-2023,16,West,0,114.05
31-05-2023,54,East,1,127.89
31-05-2023,85,West,1,130.76
31-05-2023,28,South,0,114.29
31-05-2023,78,North,1,126.73
31-05-2023,30,East,0,113.03
31-05-2023,56,West,1,140.08
31-05-2023,32,West,1,114.18
31-05-2023,19,South,0,113.89
31-05-2023,37,East,0,118.45
31-05-2023,46,South,0,124.3
31-05-2023,83,East,1,138.91
31-05-2023,78,West,1,133.9
31-05-2023,25,East,0,109.76
31-05-2023,15,South,0,103.9
31-05-2023,37,East,0,121.51
31-05-2023,38,East,0,123.56
31-05-2023,42,North,0,118.66
31-05-2023,30,East,0,117.51
31-05-2023,79,North,1,142.07
31-05-2023,32,East,1,111.44
31-05-2023,76,North,1,143.15
